ship_code,ship1,ship2,remarks,source_url
35LC,35LC,LA CAPRICIEUSE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
354C,354C,LA CONFIANCE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
35LQ,35LQ,LA COQUILLE,callSign FZSH,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
ICCO,ICCO,LA CORYPHENE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
35LS,35LS,LA DIEPPOISE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
35DU,35DU,LA DUNKERQUOISE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
351R,351R,LA GALISSOUNIER,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
353N,353N,LA GASCOGNE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
18HV,18HV,LA HAVE,1954,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
35LK,35LK,LA HORAINE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
18LE,18LE,LA HULLOISE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
06GJ,06GJ,LA LINDA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
329D,329D,LA MOURE COUNTY,LST-1194,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
353P,353P,LA NAVARRA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
35LG,35LG,LA PELAGIA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
35LH,35LH,LA PERLE,callSign TRCR,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
35LA,35LA,LA PEROUSE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
08LP,08LP,LA PLATA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
35RO,35RO,LA ROCHELLE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
32LA,32LA,LA SALLE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
93LS,93LS,LA SALLE,callSign YXNU,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
353S,353S,LA SURPRISE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
353J,353J,LA TOURAINE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
18LA,18LA,LABRADOR,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
3163,3163,LABRADOR,Dual entry - also code 1863,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
35LJ,35LJ,LACAZE DUTHIERS,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
61LA,61LA,LACHLAN,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
18LC,18LC,LACUNA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
18LD,18LD,LADY ANNA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
09LC,09LC,LADY CHRISTINE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
SCLG,SCLG,LADY GENEVIEVE,(S7IZ),https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
35L4,35L4,LADY GERALDINE,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
32LQ,32LQ,LADY GLORIA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
18LH,18LH,LADY HAMMOND,callSign VCLG,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
18KE,18KE,LADY KENDA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
31LA,31LA,LADY LEONA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
32LM,32LM,LADY MADELAINE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
33LM,33LM,LADY MIRIAM,VIA OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
18LM,18LM,LADY MOOD,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
32LG,32LG,LADY OLGA,(TUNA BOAT),https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
18LT,18LT,LADY PATRICIA,callSign C6CQ3,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
91LT,91LT,LADY THERESA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
45LW,45LW,LADY WIMBORNE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
26LE,26LE,LAESO NORD L/V,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
26LR,26LR,LAESO RENDE L/V,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
26LT,26LT,LAESO TRINDEL L/V,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
35BY,35BY,LAFAYETTE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
31LF,31LF,LAFFEY,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
902K,902K,LAG,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
352L,352L,L'AGENAIS,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
74LA,74LA,LAGOS,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
34LS,34LS,LAGSKAR L/V,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
062S,062S,LAHN,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
321D,321D,LAIDLY,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
353V,353V,LAITA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
541F,541F,LAKE ALMANOR,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
58BB,58BB,LAKE ANNE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
324L,324L,LAKE BERRYESSA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
74AV,74AV,LAKE BIWA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
09Z6,09Z6,LAKE CATHIE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
745S,745S,LAKE HURON,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
541G,541G,LAKE MENDOCINO,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
745T,745T,LAKE SUPERIOR,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
33LB,33LB,LaMER,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
32L1,32L1,LAMSON,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
18LK,18LK,LANARK,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
909N,909N,LANCE,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
49L2,49L2,LANCE,prefix=R/V,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
58LA,58LA,LANCE,LGKI,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
09LN,09LN,LANCELIN,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
57AB,57AB,LANCHA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
35LN,35LN,LANCIER,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
06LM,06LM,LAND WURSTEN,OCL REQUEST CallSign DEQW trawler,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
06LN,06LN,LANDBALLIGAU,OCL REQUEST 1-1-1973 to 3-13-1985 coastal station,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
316L,316L,LANG,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
18LI,18LI,LANGARA ISLAND F/S,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
06LA,06LA,LANGEOOG,callSign DCPE,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
31LN,31LN,LANGLEY,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
906B,906B,LANGUST,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
31G8,31G8,LANSING,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
35L5,35L5,L'ANTEA,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
35LP,35LP,LAPLACE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
329F,329F,LAPON,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
26LP,26LP,LAPPEGRUND L/V,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
32ZQ,32ZQ,LARINDA,(TUNA BOAT),https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
26LC,26LC,LARS MAERSK,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
32LT,32LT,LASH ATLANTICO,callSign WEZU,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
32LU,32LU,LASH TURKIYE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
32LE,32LE,LASSEN,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
353L,353L,L'ASTROLABE,FHZI,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
35A3,35A3,L'ATALANTE,callSign FNCM,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
06LP,06LP,LAUENBURG/ELBE,OCL REQUEST river station,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
26LA,26LA,LAURA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/311-shipcode4
291B,291B,LAURA PANDO,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
315A,315A,LAUREL,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
33LG,33LG,LAURENCE M. GOULD,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
SELA,SELA,"LAURENT, AMARO",,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
33LA,33LA,LAURENTIAN,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
09G4,09G4,LAURIETON,COASTAL STATION,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
18LV,18LV,LAVAL,1932-1938,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
35A4,35A4,LAVALLEE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
92AA,92AA,LAVALLEJA,callSign CXCT,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
26LO,26LO,LAVENORN,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
32LW,32LW,LAWAIA,(TUNA BOAT),https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
18LW,18LW,LAWRENCE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
31UW,31UW,LAWRENCE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
311W,311W,LAWS,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
29LA,29LA,LAYA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
18LY,18LY,LAYMORE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90Q5,90Q5,LAZURIT (1),ICES REQUEST  01Aug71 to   31Aug71,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90Q6,90Q6,LAZURIT (2),ICES REQUEST  01Nov70 to   24Sep72,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
32LC,32LC,LCI X990,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
35LT,35LT,LE CENTAURE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
353U,353U,LE FOUGUEUX L ATTENTIF,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
35LF,35LF,LE FRINGANT,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
35LM,35LM,LE GOUMIER,1959,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
351Q,351Q,LE HANAFF,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
354H,354H,LE HARDI,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
352F,352F,LE NORMAND,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
35LL,35LL,LE NOROIT,callSign FITA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
35LD,35LD,LE PASSEUR DU PRINTEMPS,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
352V,352V,LE PICARD,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
35LR,35LR,LE RUSE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
351H,351H,LE SAVOYARD,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
35SG,35SG,LE SENEGAL,6WAB,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
35LU,35LU,LE SUROIT,callSign FZVN,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
35L2,35L2,LE TAHITIEN,VIA OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
35LV,35LV,LE VERRIER,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
31Q4,31Q4,LEADER,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
31L1,31L1,LEAHY,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
741P,741P,LEANDER,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
31YX,31YX,LEARY,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
354L,354L,LECONTE De L'ISLE,FPWL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
26LD,26LD,LEDA,Callsign OU5212  County   of W. Zeeland,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
35BF,35BF,LEDA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
74LE,74LE,LEDA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
741E,741E,LEEDS CASTLE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
323W,323W,LEFTWICH,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
35GG,35GG,LEGANGE,VIA OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
06LE,06LE,LEILA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
35EM,35EM,L'EMPORTE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90EP,90EP,LENA,OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
36BI,36BI,LENA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90LE,90LE,LENIN,callSign UBHK,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90RI,90RI,LENSK,EKRC [LLOYD'S #7833004],https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
902F,902F,LENSK (1),EKRC [LLOYD'S #7833004] Built 1980,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
902R,902R,LENSK (2),OCL REQUEST CallSign UUVN alt. UCSV built 1986,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
35LB,35LB,LEON BOURDELES,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
35LE,35LE,LEON COURSIN,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
18LJ,18LJ,LEONARD J. COWLEY,callSign CG2959,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90LD,90LD,LEONID DEMIN,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
906K,906K,LEONID SOBOLEV,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
74LO,74LO,LEOPARD,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90LF,90LF,LESNOYE,(ESBN),https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90LH,90LH,LESOZAVODSK,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
31LZ,31LZ,LESTER,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
317L,317L,LESTER JONES,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
32VP,32VP,LETITIA LYKES,callSign KNEJ,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
320M,320M,LETS GO,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
35EU,35EU,L'EUROPE,(FKJB),https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90LV,90LV,LEV TITOV,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
314L,314L,LEWIS,callSign VWZD,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
32V8,32V8,LEWIS B. PULLER,FFG-23,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
18LF,18LF,LEWIS REEF,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
26LB,26LB,LEXA MAERSK,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
329G,329G,LEXINGTON,AVT-16,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
57LD,57LD,LIBERTADOR DEL SUR,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
48AP,48AP,LIBRECCIO,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
32LI,32LI,LIDDLE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
